sku,product_name,category,manufacturer,base_price,mrp,batch_number,manufacturing_date,expiry_date,stock_quantity,daily_demand,status
JUICE-COCO-002,RAW Pressery 100% Tender Coconut Water 200ml,Juices,Dabur India,60.0,65.0,BCOC-1070,2026-03-20,2026-09-23 17:02:44,238,2,SAFE
DAIRY-YOGURT-004,Epigamia Greek Yogurt Mango 85g,Dairy,Amul India,50.0,55.0,BYOG-1104,2026-05-05,2027-02-11,116,4,SAFE
INST-UPMA-004,MTR Instant Vegetable Upma Mix 160g,Instant Foods,Nestle India,45.0,50.0,BUPM-1508,2026-03-22,2026-08-27 19:28:58,343,23,DONATION
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1120,2026-08-15,2027-02-15 03:15:26,262,10,SAFE
DAIRY-CURD-006,Nandini Premium Curd 500g,Dairy,Amul India,35.0,38.0,BCUR-1140,2026-07-18,2027-01-13,348,16,SAFE
FROZEN-FRIES-001,McCain French Fries Crispy 750g,Frozen Foods,McCain Foods,170.0,185.0,BFRI-1232,2025-11-12,2026-10-03,200,4,SAFE
SPICE-GARAM-001,Everest Royal Garam Masala 100g,Spices,MDH Spices,85.0,90.0,BGAR-1163,2026-04-11,2026-12-25,288,14,SAFE
PICKLE-GARLIC-002,Priya Garlic Pickle in Sesame Oil 300g,Pickles,Desai Foods (Mother's Recipe),110.0,125.0,BGAR-1168,2025-12-19,2026-10-15,107,7,SAFE
SAUCE-KETCHUP-001,Kissan Fresh Tomato Ketchup 950g,Sauces,Hindustan Unilever,135.0,150.0,BKET-1377,2026-05-07,2027-02-22,129,28,SAFE
PICKLE-LIME-003,Tops Spicy Lime Pickle 400g,Pickles,Desai Foods (Mother's Recipe),95.0,105.0,BLIM-1426,2025-12-24,2026-09-02,61,2,WARNING
FROZEN-FRIES-001,McCain French Fries Crispy 750g,Frozen Foods,McCain Foods,170.0,185.0,BFRI-1359,2026-11-11,2027-02-12 12:47:27,135,16,SAFE
PICKLE-GARLIC-002,Priya Garlic Pickle in Sesame Oil 300g,Pickles,Desai Foods (Mother's Recipe),110.0,125.0,BGAR-1509,2026-05-25,2026-08-27 15:57:27,327,22,DONATION
INST-MAGGI-001,Nestle Maggi 2-Minute Masala Noodles 560g,Instant Foods,Nestle India,110.0,120.0,BMAG-1411,2025-11-10,2026-08-30 22:31:16,222,16,WARNING
CER-OATS-002,Quaker Rolled Oats 1kg,Cereals,Kellogg India,180.0,195.0,BOAT-1475,2026-04-18,2026-08-28 16:41:10,304,2,CRITICAL
PICKLE-GARLIC-002,Priya Garlic Pickle in Sesame Oil 300g,Pickles,Desai Foods (Mother's Recipe),110.0,125.0,BGAR-1162,2026-05-28,2026-11-13 14:31:36,150,12,SAFE
FROZEN-PEAS-002,Safal Frozen Green Peas 1kg,Frozen Foods,McCain Foods,130.0,145.0,BPEA-1436,2025-10-25,2026-08-31,348,21,WARNING
RTE-BIRYAN-004,Tata Q Spicy Chicken Biryani 330g,Ready-to-eat foods,MTR Foods,185.0,199.0,BBIR-1134,2026-06-19,2026-12-27,293,9,SAFE
BEV-JUICE-001,Real Fruit Power Mango Juice 1L,Beverages,Dabur India,110.0,120.0,BJUI-1150,2026-05-17,2026-10-12,75,22,SAFE
SAUCE-MAYO-003,Veeba Eggless Mayonnaise 250g,Sauces,Hindustan Unilever,75.0,85.0,BMAY-1122,2026-01-23,2026-10-24 22:32:18,22,24,SAFE
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1067,2025-11-18,2026-11-03,289,12,SAFE
INST-MAGGI-001,Nestle Maggi 2-Minute Masala Noodles 560g,Instant Foods,Nestle India,110.0,120.0,BMAG-1494,2025-08-29,2026-08-27 19:51:57,218,8,DONATION
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1340,2026-05-18,2026-12-09,167,26,SAFE
BAKERY-BREAD-001,Britannia 100% Whole Wheat Bread 400g,Bakery,Britannia Industries,45.0,50.0,BBRE-1223,2026-05-14,2026-12-29,232,17,SAFE
BAKERY-BREAD-002,Harvest Gold White Bread 400g,Bakery,Britannia Industries,40.0,42.0,BBRE-1032,2026-06-29,2026-10-13,51,18,SAFE
CER-OATS-002,Quaker Rolled Oats 1kg,Cereals,Kellogg India,180.0,195.0,BOAT-1291,2026-05-08,2026-09-09 17:31:52,345,13,SAFE
BAKERY-PASTRY-004,Monginis Choco Lava Cake 75g,Bakery,Britannia Industries,40.0,45.0,BPAS-1304,2025-12-01,2026-11-20,297,22,SAFE
COND-DIP-003,Wingreens Farms Chipotle Dip 180g,Condiments,Wingreens Farms,175.0,190.0,BDIP-1039,2026-06-15,2026-09-20,136,7,SAFE
CER-MUESLI-003,Baggry's Crunchy Muesli Fruit & Nut 400g,Cereals,Kellogg India,270.0,290.0,BMUE-1202,2026-01-29,2027-01-16,246,18,SAFE
SNACK-KURKURE-002,Kurkure Masala Munch 85g,Snacks,PepsiCo India,20.0,20.0,BKUR-1537,2026-05-03,2026-08-24,50,16,EXPIRED
INST-SOUP-002,Knorr Thick Tomato Soup 53g,Instant Foods,Nestle India,50.0,55.0,BSOU-1327,2026-07-05,2027-01-12,220,18,SAFE
CANNED-PINE-002,Golden Crown Pineapple Slices in Syrup 850g,Canned Foods,Del Monte India,180.0,200.0,BPIN-1137,2026-05-18,2027-01-02,267,16,SAFE
FROZEN-FRIES-001,McCain French Fries Crispy 750g,Frozen Foods,McCain Foods,170.0,185.0,BFRI-1098,2026-01-21,2026-11-01 01:44:34,230,10,SAFE
SNACK-NACHOS-004,Doritos Cheese Nachos 60g,Snacks,PepsiCo India,30.0,30.0,BNAC-1087,2026-06-14,2026-10-21,135,10,SAFE
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1470,2026-03-04,2026-08-29 00:27:57,299,7,CRITICAL
BAKERY-BREAD-001,Britannia 100% Whole Wheat Bread 400g,Bakery,Britannia Industries,45.0,50.0,BBRE-1382,2026-06-26,2026-10-16,134,19,SAFE
CER-MUESLI-003,Baggry's Crunchy Muesli Fruit & Nut 400g,Cereals,Kellogg India,270.0,290.0,BMUE-1423,2025-12-02,2026-08-31,207,15,WARNING
SAUCE-KETCHUP-001,Kissan Fresh Tomato Ketchup 950g,Sauces,Hindustan Unilever,135.0,150.0,BKET-1238,2026-03-10,2027-02-15,303,26,SAFE
SAUCE-SCHZ-002,Ching's Secret Schezwan Chutney 250g,Sauces,Hindustan Unilever,80.0,85.0,BSCH-1045,2026-05-14,2026-09-15,135,14,SAFE
SPICE-GARAM-001,Everest Royal Garam Masala 100g,Spices,MDH Spices,85.0,90.0,BGAR-1096,2026-09-03,2026-12-15 01:28:14,234,6,SAFE
BAKERY-RUSK-005,Parle Premium Elaichi Rusk 300g,Bakery,Britannia Industries,55.0,60.0,BRUS-1287,2026-03-03,2026-10-30,323,24,SAFE
SPICE-TURM-003,Catch Pure Turmeric Powder 200g,Spices,MDH Spices,65.0,70.0,BTUR-1146,2025-09-23,2026-09-13,270,22,SAFE
PICKLE-MIXED-004,Nilon's Mixed Vegetable Pickle 500g,Pickles,Desai Foods (Mother's Recipe),130.0,140.0,BMIX-1062,2026-08-23,2027-02-19,27,7,SAFE
BAKERY-PASTRY-004,Monginis Choco Lava Cake 75g,Bakery,Britannia Industries,40.0,45.0,BPAS-1504,2026-02-03,2026-08-27 16:16:44,280,23,DONATION
SPICE-TURM-003,Catch Pure Turmeric Powder 200g,Spices,MDH Spices,65.0,70.0,BTUR-1430,2026-04-20,2026-08-31,301,9,WARNING
DAIRY-CURD-006,Nandini Premium Curd 500g,Dairy,Amul India,35.0,38.0,BCUR-1244,2026-05-18,2026-11-20,258,18,SAFE
SPICE-PEPPER-005,Keya Black Pepper Grinder 50g,Spices,MDH Spices,160.0,175.0,BPEP-1211,2026-03-21,2026-10-27,93,23,SAFE
INST-PASTA-003,Maggi Pazzta Cheese Macaroni 70g,Instant Foods,Nestle India,30.0,35.0,BPAS-1107,2025-12-25,2026-09-15 15:17:09,230,28,SAFE
PICKLE-GARLIC-002,Priya Garlic Pickle in Sesame Oil 300g,Pickles,Desai Foods (Mother's Recipe),110.0,125.0,BGAR-1315,2026-02-16,2026-10-27,191,14,SAFE
SAUCE-KETCHUP-001,Kissan Fresh Tomato Ketchup 950g,Sauces,Hindustan Unilever,135.0,150.0,BKET-1386,2026-02-15,2026-12-20,39,13,SAFE
BEV-TEA-003,Tata Tea Gold 500g,Beverages,Dabur India,320.0,340.0,BTEA-1002,2026-08-17,2026-12-29,31,2,SAFE
BAKERY-RUSK-005,Parle Premium Elaichi Rusk 300g,Bakery,Britannia Industries,55.0,60.0,BRUS-1344,2025-12-21,2026-11-02,260,8,SAFE
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1010,2026-02-18,2026-11-21 02:46:06,196,8,SAFE
PKG-DAL-001,Tata Sampann Unpolished Arhar Dal 1kg,Packaged Foods,Tata Consumer Products,165.0,175.0,BDAL-1355,2026-05-26,2026-10-20,249,22,SAFE
RTE-RAJMA-003,Haldiram's Minute Khana Rajma Chawal 375g,Ready-to-eat foods,MTR Foods,125.0,135.0,BRAJ-1239,2026-03-10,2026-11-20,336,12,SAFE
FROZEN-FRIES-001,McCain French Fries Crispy 750g,Frozen Foods,McCain Foods,170.0,185.0,BFRI-1025,2026-07-03,2026-11-27,172,9,SAFE
INST-POHA-005,Saffola FITTIFY Instant Gourmet Poha 80g,Instant Foods,Nestle India,40.0,45.0,BPOH-1420,2026-03-25,2026-09-02,55,18,WARNING
DISC-GOODDAY-002,Britannia Good Day Butter Cookies 600g,Biscuits,Parle Products,140.0,150.0,BGOO-1007,2026-03-02,2027-01-21,208,4,SAFE
DAIRY-MILK-001,Amul Taaza Toned Milk 1L,Dairy,Amul India,54.0,56.0,BMIL-1155,2026-02-22,2026-10-22,311,23,SAFE
FROZEN-PEAS-002,Safal Frozen Green Peas 1kg,Frozen Foods,McCain Foods,130.0,145.0,BPEA-1252,2026-01-28,2027-01-22 07:49:56,231,18,SAFE
